Robustness,Scalability,Usability,Effectiveness,Corrections,Improvements,Security,Testing process,Coverage,License type,Dual licensing,Commercial resources,Commercial training,Industry adoption,Non profit / Foundation support,For profit company support,Donations,Installability,Configurability,Dependability,Resource Utilization,Complexity,Modularity,Instability,Cohesion,Governance model,Project road-map,Code of conduct,Coding standards,Documentation standards,Developers Attracted,Active Developers,Number of open issues,Open / Closed issues,Documentation,Localization process,Issue tracking activity,User guide,noc
3,3,3,,3,3,3,,,,,,,,,,,3,3,3,3,,3,,,,,,,,,,,,,,,,
